CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,TRANSECT,CWDID,MEASYEAR,CONDID,SLOPDIST,HORIZ_DIST,SPCD,DECAYCD,TRANSDIA,SMALLDIA,LARGEDIA,LENGTH,HOLLOWCD,CWDHSTCD,VOLCF,DRYBIO,CARBON,COVER_PCT,LPA_UNADJ,LPA_PLOT,LPA_COND,LPA_UNADJ_RGN,LPA_PLOT_RGN,LPA_COND_RGN,COVER_PCT_RGN,CHARRED_CD,ORNTCD_PNWRS,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CWD_SAMPLE_METHOD,HOLLOW_DIA,HORIZ_DIST_CD,INCLINATION,LARGE_END_DIA_CLASS,LENGTH_CD,VOLCF_AC_UNADJ,VOLCF_AC_PLOT,VOLCF_AC_COND,DRYBIO_AC_UNADJ,DRYBIO_AC_PLOT,DRYBIO_AC_COND,CARBON_AC_UNADJ,CARBON_AC_PLOT,CARBON_AC_COND
163156669010661,75975991010538,2007,23,3,2043,1,150,1.0,2007,1,7.4,7.4,12.0,3,4,3,5,6,N,1,0.556325,9.4854391632,4.9419138040272,0.2424074074074074,39.59725,39.59725,52.79633333333334,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,22.02894010625,22.02894010625,29.371920141666667,375.5973059050212,375.5973059050212,500.7964078733616,195.68619637651605,195.68619637651605,260.9149285020214
163156677010661,75975991010538,2007,23,3,2043,2,30,1.0,2007,2,15.0,14.92555785315,375.0,2,3,3,3,6,N,1,0.294525,5.822264448,2.858731843968,0.5454166666666667,39.59725,39.59725,158.389,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,11.66238005625,11.66238005625,46.649520225,230.545660913568,230.545660913568,922.182643654272,113.19791950856188,113.19791950856188,452.7916780342475
163156682010661,75975991010538,2007,23,3,2043,3,30,1.0,2007,1,11.0,11.0,12.0,3,8,6,9,12,N,1,3.828825,65.2821401232,34.0119950041872,0.4545138888888889,19.798625,19.798625,26.39816666666667,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,75.805470365625,75.805470365625,101.0739604875,1292.4966114966905,1292.4966114966905,1723.3288153289209,673.3907345897758,673.3907345897758,897.8543127863677
163156683010661,75975991010538,2007,23,3,2043,3,30,2.0,2007,1,13.2,13.2,12.0,4,4,3,4,6,N,1,0.4090625,4.2117075,2.1942996075,0.21210648148148148,39.59725,39.59725,52.79633333333334,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,16.197750078125,16.197750078125,21.597000104166668,166.772034804375,166.772034804375,222.3627130725,86.88823013307938,86.88823013307938,115.8509735107725
163156684010661,75975991010538,2007,23,3,2043,3,30,3.0,2007,1,15.0,15.0,12.0,4,4,3,4,4,N,1,0.27270833333333333,2.807805,1.462866405,0.21210648148148148,59.395875,59.395875,79.1945,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,16.197750078125,16.197750078125,21.597000104166668,166.772034804375,166.772034804375,222.3627130725,86.88823013307938,86.88823013307938,115.8509735107725
163156685010661,75975991010538,2007,23,3,2043,3,30,4.0,2007,1,18.4,18.4,12.0,4,13,12,13,8,N,1,6.828616666666667,70.3074372,36.6301747812,0.7575231481481481,29.6979375,29.6979375,39.59725,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,202.795830978125,202.795830978125,270.39444130416666,2087.985875750775,2087.985875750775,2783.9811676677,1087.8406412661539,1087.8406412661539,1450.4541883548718
163156671010661,75975991010538,2007,23,3,2043,1,150,3.0,2007,1,14.3,14.3,12.0,3,3,3,4,10,N,1,0.6817708333333333,11.6243127,6.0562669167,0.21210648148148148,23.75835,23.75835,31.6778,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,16.197750078125,16.197750078125,21.597000104166668,276.174489636045,276.174489636045,368.23265284806,143.88690910037946,143.88690910037946,191.84921213383927
163156672010661,75975991010538,2007,23,3,2043,1,150,4.0,2007,1,20.7,20.7,12.0,4,7,6,7,4,N,1,0.9272083333333333,9.546537,4.973745777,0.39391203703703703,59.395875,59.395875,79.1945,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,55.072350265625,55.072350265625,73.42980035416667,567.024918334875,567.024918334875,756.0332244465,295.41998245246987,295.41998245246987,393.8933099366265
163156678010661,75975991010538,2007,23,3,2043,2,150,1.0,2007,2,3.7,3.695383653848,12.0,3,4,3,7,11,N,1,1.7398791666666666,29.6652460104,15.4555931714184,0.9090277777777778,21.5985,21.5985,86.394,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,37.57878018125,37.57878018125,150.315120725,640.7248159556244,640.7248159556244,2562.8992638224977,333.8176291128803,333.8176291128803,1335.2705164515212
163156679010661,75975991010538,2007,23,3,2043,2,150,2.0,2007,2,15.0,14.981285083168,12.0,4,4,3,5,12,Y,1,1.11265,11.4558444,5.9684949324,0.7272222222222222,19.798625,19.798625,79.1945,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,22.02894010625,22.02894010625,88.115760425,226.80996733395,226.80996733395,907.2398693358,118.16799298098795,118.16799298098795,472.6719719239518
163156680010661,75975991010538,2007,23,3,2043,2,150,3.0,2007,2,23.5,23.470679963629,12.0,3,3,3,3,6,N,1,0.294525,5.0217030864,2.6163073080144,0.5454166666666667,39.59725,39.59725,158.389,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,11.66238005625,11.66238005625,46.649520225,198.8456325379524,198.8456325379524,795.3825301518096,103.5985745522732,103.5985745522732,414.3942982090928
163156686010661,75975991010538,2007,23,3,2043,3,150,1.0,2007,1,18.0,18.0,241.0,3,8,7,9,10,N,1,3.5452083333333335,45.5494039,23.7312394319,0.4848148148148148,23.75835,23.75835,31.6778,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,84.22830040625,84.22830040625,112.30440054166667,1082.178680147565,1082.178680147565,1442.90490686342,563.8150923568813,563.8150923568813,751.7534564758419
163156687010661,75975991010538,2007,23,3,2043,3,150,2.0,2007,1,18.8,18.8,12.0,4,5,4,6,5,N,1,0.7090416666666667,7.300293,3.803452653,0.30300925925925926,47.5167,47.5167,63.3556,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,33.6913201625,33.6913201625,44.92176021666667,346.8858323931,346.8858323931,462.5144431908,180.7275186768051,180.7275186768051,240.9700249024068
163156688010661,75975991010538,2007,23,3,2043,3,150,3.0,2007,1,20.5,20.5,12.0,3,7,3,8,26,N,1,5.176004166666667,88.2517820184,45.9791784315864,0.3333101851851852,9.137826923076924,9.137826923076924,12.183769230769231,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,47.297430228125,47.297430228125,63.06324030416667,806.4295097372514,806.4295097372514,1075.2393463163353,420.149774573108,420.149774573108,560.1996994308106
163156690010661,75975991010538,2007,23,3,2043,4,150,1.0,2007,1,13.3,13.3,12.0,3,7,4,10,15,N,1,4.745125,80.905216392,42.151617740232,0.42421296296296296,15.8389,15.8389,21.118533333333332,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,75.1575603625,75.1575603625,100.21008048333333,1281.4496319112488,1281.4496319112488,1708.5995092149983,667.6352582257606,667.6352582257606,890.1803443010142
163156673010661,75975991010538,2007,23,3,2043,1,270,1.0,2007,1,10.0,10.0,12.0,3,3,3,5,13,N,1,1.2053708333333333,20.5517848536,10.7074799087256,0.2424074074074074,18.275653846153848,18.275653846153848,24.367538461538462,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,22.02894010625,22.02894010625,29.371920141666667,375.5973059050212,375.5973059050212,500.7964078733616,195.68619637651605,195.68619637651605,260.9149285020214
163156674010661,75975991010538,2007,23,3,2043,1,270,2.0,2007,1,20.5,20.5,12.0,3,9,8,12,15,N,3,8.5085,145.071422496,75.582211120416,0.6060185185185185,15.8389,15.8389,21.118533333333332,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,134.76528065,134.76528065,179.68704086666668,2297.7717537718945,2297.7717537718945,3063.6956716958593,1197.139083715157,1197.139083715157,1596.1854449535426
163156675010661,75975991010538,2007,23,3,2043,1,270,3.0,2007,1,22.1,22.1,12.0,4,8,6,12,18,Y,1,8.83575,90.972882,47.396871522,0.5454166666666667,13.199083333333334,13.199083333333334,17.598777777777777,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,116.6238005625,116.6238005625,155.49840075,1200.7586505915,1200.7586505915,1601.011534122,625.5952569581715,625.5952569581715,834.127009277562
163156676010661,75975991010538,2007,23,3,2043,1,270,4.0,2007,1,23.9,23.9,241.0,3,8,4,13,22,N,1,11.099229166666667,142.60467221,74.29703422141,0.5151157407407407,10.79925,10.79925,14.399,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,119.863350578125,119.863350578125,159.81780077083334,1540.0235063638424,1540.0235063638424,2053.36467515179,802.3522468155619,802.3522468155619,1069.8029957540825
163156681010661,75975991010538,2007,23,3,2043,2,270,1.0,2007,2,16.3,16.279663123709,375.0,4,3,3,3,4,N,1,0.19635,1.8172522368,0.8922708482688,0.5454166666666667,59.395875,59.395875,237.5835,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,11.66238005625,11.66238005625,46.649520225,107.9372867004432,107.9372867004432,431.7491468017728,52.99720776991761,52.99720776991761,211.98883107967043
163156689010661,75975991010538,2007,23,3,2043,3,270,1.0,2007,1,11.1,11.1,12.0,3,6,3,12,25,N,1,10.43109375,177.85198431,92.66088382551,0.4545138888888889,9.50334,9.50334,12.67112,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,99.130230478125,99.130230478125,132.1736406375,1690.1878765725953,1690.1878765725953,2253.5838354301272,880.5878836943222,880.5878836943222,1174.1171782590964
163156691010661,75975991010538,2007,23,3,2043,4,270,1.0,2007,1,2.5,2.5,241.0,3,11,10,13,9,Y,1,6.60226875,84.827005263,44.194869742023,0.6969212962962963,26.39816666666667,26.39816666666667,35.19755555555555,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,174.287790840625,174.287790840625,232.38372112083334,2239.2774227668847,2239.2774227668847,2985.703230355846,1166.663537261547,1166.663537261547,1555.5513830153957
163156692010661,75975991010538,2007,23,3,2043,4,270,2.0,2007,1,8.3,8.3,12.0,3,7,4,9,15,N,1,3.96790625,67.653499914,35.247473455194,0.39391203703703703,15.8389,15.8389,21.118533333333332,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,62.847270303125,62.847270303125,83.79636040416666,1071.5570197878546,1071.5570197878546,1428.7426930504728,558.2812073094723,558.2812073094723,744.3749430792964
163156693010661,75975991010538,2007,23,3,2043,4,270,3.0,2007,1,8.4,8.4,12.0,3,7,3,5,15,N,1,1.3908125,23.713597908,12.354784510068,0.2424074074074074,15.8389,15.8389,21.118533333333332,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,22.02894010625,22.02894010625,29.371920141666667,375.5973059050212,375.5973059050212,500.7964078733616,195.68619637651605,195.68619637651605,260.9149285020214
163157159010661,75975997010538,2007,23,3,2074,2,30,3.0,2007,1,18.6,18.6,12.0,3,4,3,5,7,N,1,0.6490458333333333,11.0663456904,5.7655661046984,0.18180555555555555,33.9405,33.9405,33.9405,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,22.02894010625,22.02894010625,22.02894010625,375.5973059050212,375.5973059050212,375.5973059050212,195.68619637651605,195.68619637651605,195.68619637651605
163157148010661,75975997010538,2007,23,3,2074,1,30,1.0,2007,1,1.2,1.2,375.0,3,5,3,6,16,N,1,1.9635,43.108281216,21.166166077056,0.20453125,14.84896875,14.84896875,14.84896875,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,29.155950140625,29.155950140625,29.155950140625,640.113520642596,640.113520642596,640.113520642596,314.2957386355146,314.2957386355146,314.2957386355146
163157157010661,75975997010538,2007,23,3,2074,2,30,1.0,2007,1,5.6,5.6,12.0,3,4,3,8,14,N,1,2.7870791666666666,47.5201903176,24.7580191554696,0.2499826388888889,16.97025,16.97025,16.97025,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,47.297430228125,47.297430228125,47.297430228125,806.4295097372514,806.4295097372514,806.4295097372514,420.149774573108,420.149774573108,420.149774573108
163157158010661,75975997010538,2007,23,3,2074,2,30,2.0,2007,1,8.6,8.6,375.0,3,5,3,6,22,N,1,2.6998125,59.273886672,29.103478355952,0.20453125,10.79925,10.79925,10.79925,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,29.155950140625,29.155950140625,29.155950140625,640.113520642596,640.113520642596,640.113520642596,314.2957386355146,314.2957386355146,314.2957386355146
163157160010661,75975997010538,2007,23,3,2074,2,30,4.0,2007,1,21.8,21.8,12.0,4,9,3,12,15,N,1,6.25865625,64.43912475,33.57278399475,0.34088541666666666,15.8389,15.8389,15.8389,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,99.130230478125,99.130230478125,99.130230478125,1020.644853002775,1020.644853002775,1020.644853002775,531.7559684144458,531.7559684144458,531.7559684144458
163157174010661,75975997010538,2007,23,3,2074,3,30,6.0,2007,1,20.4,20.4,241.0,2,6,3,6,12,N,1,1.472625,22.38484248,11.66250293208,0.20453125,19.798625,19.798625,19.798625,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,29.155950140625,29.155950140625,29.155950140625,443.18910194559,443.18910194559,443.18910194559,230.9015221136524,230.9015221136524,230.9015221136524
163157169010661,75975997010538,2007,23,3,2074,3,30,1.0,2007,1,11.0,11.0,375.0,3,4,3,5,5,N,1,0.46360416666666665,10.178344176,4.997566990416,0.18180555555555555,47.5167,47.5167,47.5167,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,22.02894010625,22.02894010625,22.02894010625,483.6413267077392,483.6413267077392,483.6413267077392,237.46789141349996,237.46789141349996,237.46789141349996
163157170010661,75975997010538,2007,23,3,2074,3,30,2.0,2007,1,15.5,15.5,12.0,3,8,8,10,5,N,1,2.2362083333333334,38.127745656,19.864555486776,0.4090625,47.5167,47.5167,47.5167,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,106.2572405125,106.2572405125,106.2572405125,1811.7046520124552,1811.7046520124552,1811.7046520124552,943.8981236984891,943.8981236984891,943.8981236984891
163157171010661,75975997010538,2007,23,3,2074,3,30,3.0,2007,1,19.2,19.2,241.0,1,8,3,13,33,N,1,16.0188875,289.8777882,151.0263276522,0.3636111111111111,7.1995,7.1995,7.1995,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,115.32798055625,115.32798055625,115.32798055625,2086.9751361459,2086.9751361459,2086.9751361459,1087.3140459320139,1087.3140459320139,1087.3140459320139
163157172010661,75975997010538,2007,23,3,2074,3,30,4.0,2007,1,19.2,19.2,241.0,3,6,3,9,15,N,1,3.6815625,47.30130405,24.64397941005,0.27270833333333333,15.8389,15.8389,15.8389,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,58.31190028125,58.31190028125,58.31190028125,749.200624717545,749.200624717545,749.200624717545,390.33352547784096,390.33352547784096,390.33352547784096
163157173010661,75975997010538,2007,23,3,2074,3,30,5.0,2007,1,19.9,19.9,12.0,3,4,4,5,4,N,1,0.44724166666666665,7.6255491312,3.9729110973552,0.20453125,59.395875,59.395875,59.395875,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,26.564310128125,26.564310128125,26.564310128125,452.9261630031138,452.9261630031138,452.9261630031138,235.9745309246223,235.9745309246223,235.9745309246223
163157175010661,75975997010538,2007,23,3,2074,3,30,7.0,2007,1,22.6,22.6,97.0,3,7,6,7,8,N,1,1.8544166666666666,35.621890304,18.559004848384,0.2954340277777778,29.6979375,29.6979375,29.6979375,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,55.072350265625,55.072350265625,55.072350265625,1057.896671880048,1057.896671880048,1057.896671880048,551.164166049505,551.164166049505,551.164166049505
163157176010661,75975997010538,2007,23,3,2074,3,30,8.0,2007,1,23.1,23.1,12.0,3,7,5,7,10,N,1,2.0180416666666665,34.407965592,17.926550073432,0.27270833333333333,23.75835,23.75835,23.75835,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,47.94534023125,47.94534023125,47.94534023125,817.4764893226932,817.4764893226932,817.4764893226932,425.9052509371232,425.9052509371232,425.9052509371232
163157184010661,75975997010538,2007,23,3,2074,4,30,1.0,2007,1,5.0,5.0,12.0,2,5,3,7,19,N,1,3.0052458333333334,61.8840222,32.2415755662,0.22725694444444444,12.504394736842105,12.504394736842105,12.504394736842105,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,37.57878018125,37.57878018125,37.57878018125,773.8222414923,773.8222414923,773.8222414923,403.1613878174883,403.1613878174883,403.1613878174883
163157185010661,75975997010538,2007,23,3,2074,4,30,2.0,2007,1,7.5,7.5,375.0,3,4,3,4,7,N,1,0.47723958333333333,10.47770724,5.14455425484,0.1590798611111111,33.9405,33.9405,33.9405,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,16.197750078125,16.197750078125,16.197750078125,355.61862257922,355.61862257922,355.61862257922,174.60874368639702,174.60874368639702,174.60874368639702
163157186010661,75975997010538,2007,23,3,2074,4,30,3.0,2007,1,16.4,16.4,12.0,3,5,3,5,10,N,1,0.9272083333333333,15.809065272,8.236523006712,0.18180555555555555,23.75835,23.75835,23.75835,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,22.02894010625,22.02894010625,22.02894010625,375.5973059050212,375.5973059050212,375.5973059050212,195.68619637651605,195.68619637651605,195.68619637651605
163157187010661,75975997010538,2007,23,3,2074,4,30,4.0,2007,1,19.4,19.4,375.0,3,5,3,5,18,N,1,1.668975,36.6420390336,17.9912411654976,0.18180555555555555,13.199083333333334,13.199083333333334,13.199083333333334,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,22.02894010625,22.02894010625,22.02894010625,483.6413267077392,483.6413267077392,483.6413267077392,237.46789141349996,237.46789141349996,237.46789141349996
163157188010661,75975997010538,2007,23,3,2074,4,30,5.0,2007,1,21.0,21.0,12.0,3,5,3,6,7,N,1,0.85903125,14.646634002,7.630896315042,0.20453125,33.9405,33.9405,33.9405,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,29.155950140625,29.155950140625,29.155950140625,497.114081344881,497.114081344881,497.114081344881,258.996436380683,258.996436380683,258.996436380683
163157149010661,75975997010538,2007,23,3,2074,1,150,1.0,2007,1,6.2,6.2,241.0,3,9,8,10,14,N,1,6.261383333333334,80.447254888,41.913019796648,0.4090625,16.97025,16.97025,16.97025,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,106.2572405125,106.2572405125,106.2572405125,1365.210027263082,1365.210027263082,1365.210027263082,711.2744242040657,711.2744242040657,711.2744242040657
163157150010661,75975997010538,2007,23,3,2074,1,150,2.0,2007,1,7.9,7.9,375.0,4,4,3,4,4,N,1,0.27270833333333333,2.52396144,1.23926506704,0.1590798611111111,59.395875,59.395875,59.395875,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,16.197750078125,16.197750078125,16.197750078125,149.91289819506,149.91289819506,149.91289819506,73.60723301377446,73.60723301377446,73.60723301377446
163157151010661,75975997010538,2007,23,3,2074,1,150,3.0,2007,1,19.6,19.6,12.0,2,5,3,7,14,N,1,2.2143916666666668,45.5987532,23.7569504172,0.22725694444444444,16.97025,16.97025,16.97025,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,37.57878018125,37.57878018125,37.57878018125,773.8222414923,773.8222414923,773.8222414923,403.1613878174883,403.1613878174883,403.1613878174883
163157152010661,75975997010538,2007,23,3,2074,1,150,4.0,2007,1,20.2,20.2,12.0,4,5,4,5,5,N,1,0.5590520833333333,5.75600025,2.99887613025,0.20453125,47.5167,47.5167,47.5167,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,26.564310128125,26.564310128125,26.564310128125,273.506137079175,273.506137079175,273.506137079175,142.49669741825016,142.49669741825016,142.49669741825016
163157161010661,75975997010538,2007,23,3,2074,2,150,1.0,2007,1,8.0,8.0,375.0,3,4,3,7,22,N,1,3.4797583333333333,76.3974539328,37.5111498810048,0.22725694444444444,10.79925,10.79925,10.79925,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,37.57878018125,37.57878018125,37.57878018125,825.0352043837904,825.0352043837904,825.0352043837904,405.0922853524411,405.0922853524411,405.0922853524411
163157162010661,75975997010538,2007,23,3,2074,2,150,2.0,2007,1,16.9,16.9,12.0,3,5,3,7,19,N,1,3.0052458333333334,51.2399703816,26.6960245688136,0.22725694444444444,12.504394736842105,12.504394736842105,12.504394736842105,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,37.57878018125,37.57878018125,37.57878018125,640.7248159556244,640.7248159556244,640.7248159556244,333.8176291128803,333.8176291128803,333.8176291128803
163157163010661,75975997010538,2007,23,3,2074,2,150,3.0,2007,1,23.8,23.8,12.0,3,7,3,6,18,N,1,2.2089375,37.662773148,19.622304810108,0.20453125,13.199083333333334,13.199083333333334,13.199083333333334,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,29.155950140625,29.155950140625,29.155950140625,497.114081344881,497.114081344881,497.114081344881,258.996436380683,258.996436380683,258.996436380683
163157177010661,75975997010538,2007,23,3,2074,3,150,1.0,2007,1,2.3,2.3,12.0,3,8,4,8,19,N,1,4.145166666666666,70.675821216,36.822102853536,0.27270833333333333,12.504394736842105,12.504394736842105,12.504394736842105,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,51.83280025,51.83280025,51.83280025,883.758366835344,883.758366835344,883.758366835344,460.4381091212142,460.4381091212142,460.4381091212142
163157178010661,75975997010538,2007,23,3,2074,3,150,2.0,2007,1,5.2,5.2,375.0,4,6,3,7,8,N,1,1.2653666666666668,11.7111810816,5.7501899110656,0.22725694444444444,29.6979375,29.6979375,29.6979375,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,37.57878018125,37.57878018125,37.57878018125,347.7979238125392,347.7979238125392,347.7979238125392,170.76878059195676,170.76878059195676,170.76878059195676
163157179010661,75975997010538,2007,23,3,2074,3,150,3.0,2007,1,15.8,15.8,12.0,2,3,3,5,13,N,1,1.2053708333333333,24.8209962,12.9317390202,0.18180555555555555,18.275653846153848,18.275653846153848,18.275653846153848,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,22.02894010625,22.02894010625,22.02894010625,453.6199346679,453.6199346679,453.6199346679,236.3359859619759,236.3359859619759,236.3359859619759
163157180010661,75975997010538,2007,23,3,2074,3,150,4.0,2007,1,16.3,16.3,316.0,3,3,3,4,11,N,1,0.7499479166666667,13.3684275725,6.5638979380975,0.1590798611111111,21.5985,21.5985,21.5985,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,16.197750078125,16.197750078125,16.197750078125,288.73798292464124,288.73798292464124,288.73798292464124,141.77034961599887,141.77034961599887,141.77034961599887
163157189010661,75975997010538,2007,23,3,2074,4,150,1.0,2007,1,16.3,16.3,12.0,3,6,5,7,5,N,1,1.0090208333333333,17.203982796,8.963275036716,0.27270833333333333,47.5167,47.5167,47.5167,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,47.94534023125,47.94534023125,47.94534023125,817.4764893226932,817.4764893226932,817.4764893226932,425.9052509371232,425.9052509371232,425.9052509371232
163157190010661,75975997010538,2007,23,3,2074,4,150,2.0,2007,1,18.9,18.9,12.0,4,8,6,9,11,N,1,3.50975625,36.13645035,18.82709063235,0.34088541666666666,21.5985,21.5985,21.5985,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,75.805470365625,75.805470365625,75.805470365625,780.493122884475,780.493122884475,780.493122884475,406.6369170228115,406.6369170228115,406.6369170228115
163157191010661,75975997010538,2007,23,3,2074,4,150,3.0,2007,1,24.0,24.0,12.0,3,6,5,9,16,N,1,4.625133333333333,78.8593373568,41.0857147628928,0.3181597222222222,14.84896875,14.84896875,14.84896875,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,68.67846033125,68.67846033125,68.67846033125,1170.979836056831,1170.979836056831,1170.979836056831,610.0804945856089,610.0804945856089,610.0804945856089
163157153010661,75975997010538,2007,23,3,2074,1,270,1.0,2007,1,2.5,2.5,241.0,3,8,8,10,16,N,1,7.155866666666666,91.939719872,47.900594053312,0.4090625,14.84896875,14.84896875,14.84896875,,,,,,,NIMS,2008-07-11 06:21:15,10661,FSTROFFE,2022-04-18 09:41:26,290487,1,,,,,,106.2572405125,106.2572405125,106.2572405125,1365.210027263082,1365.210027263082,1365.210027263082,711.2744242040657,711.2744242040657,711.2744242040657
