CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,TRANSECT,SEGMNT,MEASYEAR,CONDID,SLOPE_BEGNDIST,SLOPE_ENDDIST,SLOPE,HORIZ_LENGTH,HORIZ_BEGNDIST,HORIZ_ENDDIST,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_IN_INSTANCE,MODIFIED_DATE,SEGMNT_STATUS_CD,SEGMNT_NONSAMPLE_REASN_CD,TRANSECT_LENGTH
56713846010538,70557059010538,2004,23,11,114,2,30,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713850010538,70557059010538,2004,23,11,114,2,150,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713855010538,70557059010538,2004,23,11,114,2,270,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713859010538,70557059010538,2004,23,11,114,3,30,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713862010538,70557059010538,2004,23,11,114,3,150,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713865010538,70557059010538,2004,23,11,114,3,270,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713871010538,70557059010538,2004,23,11,114,4,30,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713876010538,70557059010538,2004,23,11,114,4,150,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713879010538,70557059010538,2004,23,11,114,4,270,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713793010538,70559123010538,2004,23,13,656,1,30,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713795010538,70559123010538,2004,23,13,656,1,150,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713798010538,70559123010538,2004,23,13,656,1,270,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713801010538,70559123010538,2004,23,13,656,2,30,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713802010538,70559123010538,2004,23,13,656,2,150,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713803010538,70559123010538,2004,23,13,656,2,270,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713804010538,70559123010538,2004,23,13,656,3,30,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713806010538,70559123010538,2004,23,13,656,3,150,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713809010538,70559123010538,2004,23,13,656,3,270,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713812010538,70559123010538,2004,23,13,656,4,30,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713814010538,70559123010538,2004,23,13,656,4,150,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713818010538,70559123010538,2004,23,13,656,4,270,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:58,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714076010538,70566014010538,2004,23,17,131,1,30,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714081010538,70566014010538,2004,23,17,131,1,150,1,2004,1,0.0,25.427544120501,35,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714086010538,70566014010538,2004,23,17,131,1,270,1,2004,1,0.0,24.738633753706,25,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714089010538,70566014010538,2004,23,17,131,2,30,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714092010538,70566014010538,2004,23,17,131,2,150,1,2004,1,0.0,24.475293665245,20,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714097010538,70566014010538,2004,23,17,131,2,270,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714101010538,70566014010538,2004,23,17,131,3,30,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714104010538,70566014010538,2004,23,17,131,3,150,1,2004,1,0.0,24.475293665245,20,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714107010538,70566014010538,2004,23,17,131,3,270,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714110010538,70566014010538,2004,23,17,131,4,30,1,2004,1,0.0,24.268498099388,15,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714115010538,70566014010538,2004,23,17,131,4,150,1,2004,1,0.0,24.475293665245,20,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714120010538,70566014010538,2004,23,17,131,4,270,1,2004,1,0.0,24.268498099388,15,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715854010538,70566126010538,2004,23,17,790,1,30,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:22,,,
56715856010538,70566126010538,2004,23,17,790,1,150,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:22,,,
56715859010538,70566126010538,2004,23,17,790,1,270,1,2004,1,0.0,24.268498099388,15,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:22,,,
56715862010538,70566126010538,2004,23,17,790,2,30,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:22,,,
56715865010538,70566126010538,2004,23,17,790,2,150,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:22,,,
56715868010538,70566126010538,2004,23,17,790,2,270,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:22,,,
56715871010538,70566126010538,2004,23,17,790,3,30,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:22,,,
56715873010538,70566126010538,2004,23,17,790,3,150,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:22,,,
56715875010538,70566126010538,2004,23,17,790,3,270,1,2004,2,0.0,11.4,0,11.4,0.0,11.4,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:22,,,
56715876010538,70566126010538,2004,23,17,790,3,270,2,2004,1,11.4,24.0,0,12.6,11.4,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:22,,,
56715879010538,70566126010538,2004,23,17,790,4,30,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:22,,,
56715882010538,70566126010538,2004,23,17,790,4,150,1,2004,1,0.0,24.268498099388,15,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:22,,,
56715887010538,70566126010538,2004,23,17,790,4,270,1,2004,1,0.0,24.475293665245,20,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:22,,,
56714038010538,70565838010538,2004,23,17,1023,1,30,1,2004,1,0.0,25.056735621385,30,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714040010538,70565838010538,2004,23,17,1023,1,150,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714043010538,70565838010538,2004,23,17,1023,1,270,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714046010538,70565838010538,2004,23,17,1023,2,30,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714048010538,70565838010538,2004,23,17,1023,2,150,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714051010538,70565838010538,2004,23,17,1023,2,270,1,2004,1,0.0,24.475293665245,20,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714054010538,70565838010538,2004,23,17,1023,3,30,1,2004,1,0.0,24.475293665245,20,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714056010538,70565838010538,2004,23,17,1023,3,150,1,2004,1,0.0,24.268498099388,15,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714059010538,70565838010538,2004,23,17,1023,3,270,1,2004,1,0.0,24.738633753706,25,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714062010538,70565838010538,2004,23,17,1023,4,30,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714063010538,70565838010538,2004,23,17,1023,4,150,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56714064010538,70565838010538,2004,23,17,1023,4,270,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713743010538,70589298010538,2004,23,19,750,1,30,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713745010538,70589298010538,2004,23,19,750,1,150,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713749010538,70589298010538,2004,23,19,750,1,270,1,2004,1,0.0,24.475293665245,20,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713752010538,70589298010538,2004,23,19,750,2,30,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713755010538,70589298010538,2004,23,19,750,2,150,1,2004,1,0.0,24.268498099388,15,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713758010538,70589298010538,2004,23,19,750,2,270,1,2004,1,0.0,24.738633753706,25,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713764010538,70589298010538,2004,23,19,750,3,30,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713766010538,70589298010538,2004,23,19,750,3,150,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713769010538,70589298010538,2004,23,19,750,3,270,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713774010538,70589298010538,2004,23,19,750,4,30,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713776010538,70589298010538,2004,23,19,750,4,150,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713779010538,70589298010538,2004,23,19,750,4,270,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713891010538,70589098010538,2004,23,19,1113,1,30,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713892010538,70589098010538,2004,23,19,1113,1,150,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713893010538,70589098010538,2004,23,19,1113,1,270,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713894010538,70589098010538,2004,23,19,1113,2,30,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713895010538,70589098010538,2004,23,19,1113,2,150,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713896010538,70589098010538,2004,23,19,1113,2,270,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713897010538,70589098010538,2004,23,19,1113,3,30,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713898010538,70589098010538,2004,23,19,1113,3,150,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713899010538,70589098010538,2004,23,19,1113,3,270,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713900010538,70589098010538,2004,23,19,1113,4,30,1,2004,3,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713902010538,70589098010538,2004,23,19,1113,4,150,1,2004,3,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56713905010538,70589098010538,2004,23,19,1113,4,270,1,2004,3,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715419010538,70589161010538,2004,23,19,1372,1,30,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715422010538,70589161010538,2004,23,19,1372,1,150,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715425010538,70589161010538,2004,23,19,1372,1,270,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715428010538,70589161010538,2004,23,19,1372,2,30,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715430010538,70589161010538,2004,23,19,1372,2,150,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715434010538,70589161010538,2004,23,19,1372,2,270,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715438010538,70589161010538,2004,23,19,1372,3,30,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715440010538,70589161010538,2004,23,19,1372,3,150,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715445010538,70589161010538,2004,23,19,1372,3,270,1,2004,1,0.0,24.475293665245,20,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715448010538,70589161010538,2004,23,19,1372,4,30,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715453010538,70589161010538,2004,23,19,1372,4,150,1,2004,1,0.0,24.268498099388,15,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715456010538,70589161010538,2004,23,19,1372,4,270,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715317010538,70588962010538,2004,23,19,1893,1,30,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715319010538,70588962010538,2004,23,19,1893,1,150,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715322010538,70588962010538,2004,23,19,1893,1,270,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715325010538,70588962010538,2004,23,19,1893,2,30,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715332010538,70588962010538,2004,23,19,1893,2,150,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715335010538,70588962010538,2004,23,19,1893,2,270,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715339010538,70588962010538,2004,23,19,1893,3,30,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715342010538,70588962010538,2004,23,19,1893,3,150,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715345010538,70588962010538,2004,23,19,1893,3,270,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715348010538,70588962010538,2004,23,19,1893,4,30,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715350010538,70588962010538,2004,23,19,1893,4,150,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715353010538,70588962010538,2004,23,19,1893,4,270,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:58:59,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56716238010538,70602226010538,2004,23,21,94,1,30,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:21,,,
56716248010538,70602226010538,2004,23,21,94,1,150,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:21,,,
56716254010538,70602226010538,2004,23,21,94,1,270,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:21,,,
56716262010538,70602226010538,2004,23,21,94,2,30,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:21,,,
56716269010538,70602226010538,2004,23,21,94,2,150,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:21,,,
56716276010538,70602226010538,2004,23,21,94,2,270,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:21,,,
56716279010538,70602226010538,2004,23,21,94,3,30,1,2004,2,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:21,,,
56716285010538,70602226010538,2004,23,21,94,3,150,1,2004,2,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:21,,,
56716289010538,70602226010538,2004,23,21,94,3,270,1,2004,2,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:21,,,
56716293010538,70602226010538,2004,23,21,94,4,30,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:21,,,
56716297010538,70602226010538,2004,23,21,94,4,150,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:21,,,
56716300010538,70602226010538,2004,23,21,94,4,270,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:21,,,
56715641010538,70602730010538,2004,23,21,382,1,30,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715644010538,70602730010538,2004,23,21,382,1,150,1,2004,1,0.0,24.0,0,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715647010538,70602730010538,2004,23,21,382,1,270,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715652010538,70602730010538,2004,23,21,382,2,30,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715654010538,70602730010538,2004,23,21,382,2,150,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715657010538,70602730010538,2004,23,21,382,2,270,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715662010538,70602730010538,2004,23,21,382,3,30,1,2004,1,0.0,24.029981273401,5,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
56715664010538,70602730010538,2004,23,21,382,3,150,1,2004,1,0.0,24.11970149069,10,24.0,0.0,24.0,NIMS_P3_20,2005-10-31 11:59:00,10538,FSTROFFE,290487,2022-04-18 09:41:23,,,
