CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,TRANSECT,SUBP,CONDID,MEASYEAR,SMALLCT,MEDIUMCT,LARGECT,RSNCTCD,PILESCD,SMALL_TL_COND,SMALL_TL_PLOT,SMALL_TL_UNADJ,MEDIUM_TL_COND,MEDIUM_TL_PLOT,MEDIUM_TL_UNADJ,LARGE_TL_COND,LARGE_TL_PLOT,LARGE_TL_UNADJ,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,FWD_STATUS_CD,FWD_NONSAMPLE_REASN_CD,FWD_SAMPLE_METHOD,SLOPE
209563371010661,107545218010661,2008,23,9,3028,150,3,1,2008,6,1,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:28,290487,,,2,
209563372010661,107545218010661,2008,23,9,3028,150,4,1,2008,6,2,1,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:28,290487,,,2,
209563474010661,107545558010661,2008,23,11,3658,150,1,1,2008,0,0,0,0,0,18.0,23.933618117209786,23.933618117209786,18.0,23.933618117209786,23.933618117209786,30.0,39.88936352868298,39.88936352868298,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209563475010661,107545558010661,2008,23,11,3658,150,2,1,2008,0,0,0,0,0,18.0,23.933618117209786,23.933618117209786,18.0,23.933618117209786,23.933618117209786,30.0,39.88936352868298,39.88936352868298,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209563476010661,107545558010661,2008,23,11,3658,150,3,2,2008,14,1,2,0,0,5.933618117209785,23.933618117209786,23.933618117209786,5.933618117209785,23.933618117209786,23.933618117209786,9.889363528682976,39.88936352868298,39.88936352868298,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209563477010661,107545558010661,2008,23,11,3658,150,4,1,2008,0,0,0,0,0,18.0,23.933618117209786,23.933618117209786,18.0,23.933618117209786,23.933618117209786,30.0,39.88936352868298,39.88936352868298,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209563534010661,107545872010661,2008,23,17,2856,150,1,1,2008,35,1,4,0,0,17.791078142131926,23.791078142131926,23.791078142131926,17.791078142131926,23.791078142131926,23.791078142131926,29.651796903553212,39.65179690355321,39.65179690355321,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:27,290487,,,2,
209563535010661,107545872010661,2008,23,17,2856,150,2,1,2008,40,10,5,0,0,17.791078142131926,23.791078142131926,23.791078142131926,17.791078142131926,23.791078142131926,23.791078142131926,29.651796903553212,39.65179690355321,39.65179690355321,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:27,290487,,,2,
209563536010661,107545872010661,2008,23,17,2856,150,3,2,2008,27,5,4,0,0,6.0,23.791078142131926,23.791078142131926,6.0,23.791078142131926,23.791078142131926,10.0,39.65179690355321,39.65179690355321,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:27,290487,,,2,
209563537010661,107545872010661,2008,23,17,2856,150,4,1,2008,19,3,3,0,0,17.791078142131926,23.791078142131926,23.791078142131926,17.791078142131926,23.791078142131926,23.791078142131926,29.651796903553212,39.65179690355321,39.65179690355321,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:27,290487,,,2,
209563774010661,107546188010661,2008,23,17,3125,150,1,1,2008,0,1,1,0,0,23.67080936676076,23.67080936676076,23.67080936676076,23.67080936676076,23.67080936676076,23.67080936676076,39.45134894460127,39.45134894460127,39.45134894460127,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209563775010661,107546188010661,2008,23,17,3125,150,2,1,2008,3,2,1,0,0,23.67080936676076,23.67080936676076,23.67080936676076,23.67080936676076,23.67080936676076,23.67080936676076,39.45134894460127,39.45134894460127,39.45134894460127,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209563776010661,107546188010661,2008,23,17,3125,150,3,1,2008,6,3,1,0,0,23.67080936676076,23.67080936676076,23.67080936676076,23.67080936676076,23.67080936676076,23.67080936676076,39.45134894460127,39.45134894460127,39.45134894460127,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209563777010661,107546188010661,2008,23,17,3125,150,4,1,2008,5,2,0,0,0,23.67080936676076,23.67080936676076,23.67080936676076,23.67080936676076,23.67080936676076,23.67080936676076,39.45134894460127,39.45134894460127,39.45134894460127,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209563634010661,107546080010661,2008,23,17,3446,150,1,1,2008,36,3,3,0,0,23.84428754098959,23.84428754098959,23.84428754098959,23.84428754098959,23.84428754098959,23.84428754098959,39.74047923498265,39.74047923498265,39.74047923498265,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209563635010661,107546080010661,2008,23,17,3446,150,2,1,2008,5,0,3,0,0,23.84428754098959,23.84428754098959,23.84428754098959,23.84428754098959,23.84428754098959,23.84428754098959,39.74047923498265,39.74047923498265,39.74047923498265,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209563636010661,107546080010661,2008,23,17,3446,150,3,1,2008,15,0,1,0,0,23.84428754098959,23.84428754098959,23.84428754098959,23.84428754098959,23.84428754098959,23.84428754098959,39.74047923498265,39.74047923498265,39.74047923498265,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209563637010661,107546080010661,2008,23,17,3446,150,4,1,2008,9,6,3,0,0,23.84428754098959,23.84428754098959,23.84428754098959,23.84428754098959,23.84428754098959,23.84428754098959,39.74047923498265,39.74047923498265,39.74047923498265,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209563898010661,107546504010661,2008,23,17,3448,150,1,1,2008,9,8,1,0,0,23.584070279646348,23.584070279646348,23.584070279646348,23.584070279646348,23.584070279646348,23.584070279646348,39.30678379941058,39.30678379941058,39.30678379941058,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209563899010661,107546504010661,2008,23,17,3448,150,2,1,2008,3,2,0,0,0,23.584070279646348,23.584070279646348,23.584070279646348,23.584070279646348,23.584070279646348,23.584070279646348,39.30678379941058,39.30678379941058,39.30678379941058,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209563900010661,107546504010661,2008,23,17,3448,150,3,1,2008,0,0,1,0,0,23.584070279646348,23.584070279646348,23.584070279646348,23.584070279646348,23.584070279646348,23.584070279646348,39.30678379941058,39.30678379941058,39.30678379941058,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209563901010661,107546504010661,2008,23,17,3448,150,4,1,2008,0,0,0,0,0,23.584070279646348,23.584070279646348,23.584070279646348,23.584070279646348,23.584070279646348,23.584070279646348,39.30678379941058,39.30678379941058,39.30678379941058,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209564016010661,107545388010661,2008,23,19,3480,150,1,1,2008,8,1,1,0,0,18.0,24.0,24.0,18.0,24.0,24.0,30.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209564017010661,107545388010661,2008,23,19,3480,150,2,2,2008,0,0,0,0,0,6.0,24.0,24.0,6.0,24.0,24.0,10.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209564018010661,107545388010661,2008,23,19,3480,150,3,1,2008,19,5,0,0,0,18.0,24.0,24.0,18.0,24.0,24.0,30.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209564019010661,107545388010661,2008,23,19,3480,150,4,1,2008,5,1,3,0,0,18.0,24.0,24.0,18.0,24.0,24.0,30.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209564188010661,107545280010661,2008,23,19,3596,150,1,1,2008,10,0,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209564189010661,107545280010661,2008,23,19,3596,150,2,1,2008,17,1,1,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209564190010661,107545280010661,2008,23,19,3596,150,3,1,2008,6,1,1,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209564191010661,107545280010661,2008,23,19,3596,150,4,1,2008,8,0,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209564488010661,107545662010661,2008,23,21,2976,150,1,1,2008,20,4,2,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564489010661,107545662010661,2008,23,21,2976,150,2,1,2008,7,2,1,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564490010661,107545662010661,2008,23,21,2976,150,3,1,2008,25,2,1,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564491010661,107545662010661,2008,23,21,2976,150,4,1,2008,10,0,0,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564566010661,107546484010661,2008,23,21,3038,150,1,1,2008,31,7,3,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564567010661,107546484010661,2008,23,21,3038,150,2,1,2008,24,1,1,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564568010661,107546484010661,2008,23,21,3038,150,3,1,2008,24,1,1,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564569010661,107546484010661,2008,23,21,3038,150,4,1,2008,13,4,3,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564954010661,107546120010661,2008,23,21,3069,150,1,1,2008,0,0,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564955010661,107546120010661,2008,23,21,3069,150,2,1,2008,11,0,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564956010661,107546120010661,2008,23,21,3069,150,3,1,2008,15,3,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564957010661,107546120010661,2008,23,21,3069,150,4,1,2008,10,0,1,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564800010661,107545978010661,2008,23,21,3096,150,1,1,2008,16,2,1,0,0,17.970223141259936,23.853707195405455,23.853707195405455,17.970223141259936,23.853707195405455,23.853707195405455,29.950371902099892,39.756178659009095,39.756178659009095,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:27,290487,,,2,
209564801010661,107545978010661,2008,23,21,3096,150,2,2,2008,5,0,4,0,0,5.883484054145521,23.853707195405455,23.853707195405455,5.883484054145521,23.853707195405455,23.853707195405455,9.805806756909202,39.756178659009095,39.756178659009095,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:27,290487,,,2,
209564802010661,107545978010661,2008,23,21,3096,150,3,1,2008,15,7,5,0,0,17.970223141259936,23.853707195405455,23.853707195405455,17.970223141259936,23.853707195405455,23.853707195405455,29.950371902099892,39.756178659009095,39.756178659009095,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:27,290487,,,2,
209564803010661,107545978010661,2008,23,21,3096,150,4,1,2008,6,3,0,0,0,17.970223141259936,23.853707195405455,23.853707195405455,17.970223141259936,23.853707195405455,23.853707195405455,29.950371902099892,39.756178659009095,39.756178659009095,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:27,290487,,,2,
209564293010661,107546378010661,2008,23,21,3440,150,1,1,2008,21,1,3,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564294010661,107546378010661,2008,23,21,3440,150,2,1,2008,5,2,2,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564295010661,107546378010661,2008,23,21,3440,150,3,1,2008,18,1,1,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564296010661,107546378010661,2008,23,21,3440,150,4,1,2008,9,1,3,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564408010661,107545642010661,2008,23,21,3707,150,1,1,2008,98,6,5,0,0,11.94044628251987,23.910669423779805,23.910669423779805,11.94044628251987,23.910669423779805,23.910669423779805,19.900743804199784,39.85111570629967,39.85111570629967,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564409010661,107545642010661,2008,23,21,3707,150,2,2,2008,67,4,4,0,0,11.970223141259934,23.910669423779805,23.910669423779805,11.970223141259934,23.910669423779805,23.910669423779805,19.950371902099892,39.85111570629967,39.85111570629967,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564410010661,107545642010661,2008,23,21,3707,150,3,1,2008,84,2,3,0,0,11.94044628251987,23.910669423779805,23.910669423779805,11.94044628251987,23.910669423779805,23.910669423779805,19.900743804199784,39.85111570629967,39.85111570629967,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564411010661,107545642010661,2008,23,21,3707,150,4,2,2008,91,8,1,0,0,11.970223141259934,23.910669423779805,23.910669423779805,11.970223141259934,23.910669423779805,23.910669423779805,19.950371902099892,39.85111570629967,39.85111570629967,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209564681010661,107545804010661,2008,23,21,5344,150,1,1,2008,15,5,1,0,0,23.992514033267067,23.992514033267067,23.992514033267067,23.992514033267067,23.992514033267067,23.992514033267067,39.98752338877845,39.98752338877845,39.98752338877845,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209564682010661,107545804010661,2008,23,21,5344,150,2,1,2008,25,14,3,0,0,23.992514033267067,23.992514033267067,23.992514033267067,23.992514033267067,23.992514033267067,23.992514033267067,39.98752338877845,39.98752338877845,39.98752338877845,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209564683010661,107545804010661,2008,23,21,5344,150,3,1,2008,35,10,4,0,0,23.992514033267067,23.992514033267067,23.992514033267067,23.992514033267067,23.992514033267067,23.992514033267067,39.98752338877845,39.98752338877845,39.98752338877845,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209564684010661,107545804010661,2008,23,21,5344,150,4,1,2008,38,10,3,0,0,23.992514033267067,23.992514033267067,23.992514033267067,23.992514033267067,23.992514033267067,23.992514033267067,39.98752338877845,39.98752338877845,39.98752338877845,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209565110010661,107545526010661,2008,23,25,2730,150,1,1,2008,17,3,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209565111010661,107545526010661,2008,23,25,2730,150,2,1,2008,6,0,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209565112010661,107545526010661,2008,23,25,2730,150,3,1,2008,11,1,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209565113010661,107545526010661,2008,23,25,2730,150,4,1,2008,45,3,1,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209565656010661,107546012010661,2008,23,25,2758,150,1,1,2008,7,1,0,0,0,17.970223141259936,23.970223141259936,23.970223141259936,17.970223141259936,23.970223141259936,23.970223141259936,29.950371902099892,39.95037190209989,39.95037190209989,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209565657010661,107546012010661,2008,23,25,2758,150,2,1,2008,33,5,1,0,0,17.970223141259936,23.970223141259936,23.970223141259936,17.970223141259936,23.970223141259936,23.970223141259936,29.950371902099892,39.95037190209989,39.95037190209989,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209565658010661,107546012010661,2008,23,25,2758,150,3,2,2008,3,0,0,0,0,6.0,23.970223141259936,23.970223141259936,6.0,23.970223141259936,23.970223141259936,10.0,39.95037190209989,39.95037190209989,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209565659010661,107546012010661,2008,23,25,2758,150,4,1,2008,12,2,0,0,0,17.970223141259936,23.970223141259936,23.970223141259936,17.970223141259936,23.970223141259936,23.970223141259936,29.950371902099892,39.95037190209989,39.95037190209989,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209565751010661,107546274010661,2008,23,25,3085,150,1,1,2008,4,0,0,0,0,23.70220891912098,23.70220891912098,23.70220891912098,23.70220891912098,23.70220891912098,23.70220891912098,39.503681531868295,39.503681531868295,39.503681531868295,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209565752010661,107546274010661,2008,23,25,3085,150,2,1,2008,7,0,0,0,0,23.70220891912098,23.70220891912098,23.70220891912098,23.70220891912098,23.70220891912098,23.70220891912098,39.503681531868295,39.503681531868295,39.503681531868295,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209565753010661,107546274010661,2008,23,25,3085,150,3,1,2008,6,0,2,0,0,23.70220891912098,23.70220891912098,23.70220891912098,23.70220891912098,23.70220891912098,23.70220891912098,39.503681531868295,39.503681531868295,39.503681531868295,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209565754010661,107546274010661,2008,23,25,3085,150,4,1,2008,18,1,0,0,0,23.70220891912098,23.70220891912098,23.70220891912098,23.70220891912098,23.70220891912098,23.70220891912098,39.503681531868295,39.503681531868295,39.503681531868295,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:29,290487,,,2,
209565251010661,107546148010661,2008,23,25,3121,150,1,1,2008,16,1,4,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209565252010661,107546148010661,2008,23,25,3121,150,2,1,2008,10,4,2,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209565253010661,107546148010661,2008,23,25,3121,150,3,1,2008,8,2,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209565254010661,107546148010661,2008,23,25,3121,150,4,1,2008,24,9,8,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209565544010661,107546464010661,2008,23,25,3349,150,1,1,2008,0,0,0,0,0,6.0,23.970223141259936,23.970223141259936,6.0,23.970223141259936,23.970223141259936,7.0,39.946628918733424,39.946628918733424,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:27,290487,,,2,
209565545010661,107546464010661,2008,23,25,3349,150,2,2,2008,19,1,2,0,0,17.970223141259936,23.970223141259936,23.970223141259936,17.970223141259936,23.970223141259936,23.970223141259936,32.946628918733424,39.946628918733424,39.946628918733424,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:27,290487,,,2,
209565546010661,107546464010661,2008,23,25,3349,150,3,2,2008,13,2,4,0,0,17.970223141259936,23.970223141259936,23.970223141259936,17.970223141259936,23.970223141259936,23.970223141259936,32.946628918733424,39.946628918733424,39.946628918733424,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:27,290487,,,2,
209565547010661,107546464010661,2008,23,25,3349,150,4,2,2008,8,3,1,0,0,17.970223141259936,23.970223141259936,23.970223141259936,17.970223141259936,23.970223141259936,23.970223141259936,32.946628918733424,39.946628918733424,39.946628918733424,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:27,290487,,,2,
209565407010661,107545840010661,2008,23,25,3674,150,1,1,2008,18,2,2,0,0,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,39.81478220833976,39.81478220833976,39.81478220833976,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:28,290487,,,2,
209565408010661,107545840010661,2008,23,25,3674,150,2,1,2008,19,0,1,0,0,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,39.81478220833976,39.81478220833976,39.81478220833976,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:28,290487,,,2,
209565409010661,107545840010661,2008,23,25,3674,150,3,1,2008,10,1,3,0,0,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,39.81478220833976,39.81478220833976,39.81478220833976,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:28,290487,,,2,
209565410010661,107545840010661,2008,23,25,3674,150,4,1,2008,4,0,0,0,0,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,39.81478220833976,39.81478220833976,39.81478220833976,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:28,290487,,,2,
209565990010661,107546368010661,2008,23,27,3156,150,1,1,2008,0,0,0,0,0,6.0,17.970223141259936,23.970223141259936,6.0,17.970223141259936,23.970223141259936,10.0,29.950371902099892,39.95037190209989,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209565991010661,107546368010661,2008,23,27,3156,150,2,2,2008,1,0,1,0,0,6.0,17.970223141259936,23.970223141259936,6.0,17.970223141259936,23.970223141259936,10.0,29.950371902099892,39.95037190209989,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209565992010661,107546368010661,2008,23,27,3156,150,3,3,2008,41,0,0,0,0,5.970223141259935,17.970223141259936,23.970223141259936,5.970223141259935,17.970223141259936,23.970223141259936,9.950371902099892,29.950371902099892,39.95037190209989,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209565993010661,107546368010661,2008,23,27,3156,150,4,2,2008,0,0,0,0,0,6.0,17.970223141259936,23.970223141259936,6.0,17.970223141259936,23.970223141259936,10.0,29.950371902099892,39.95037190209989,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209565855010661,107546358010661,2008,23,27,3670,150,1,1,2008,7,1,1,0,0,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,39.95037190209989,39.95037190209989,39.95037190209989,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209565856010661,107546358010661,2008,23,27,3670,150,2,1,2008,55,3,0,0,0,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,39.95037190209989,39.95037190209989,39.95037190209989,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
209565857010661,107546358010661,2008,23,27,3670,150,3,1,2008,16,9,4,0,0,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,39.95037190209989,39.95037190209989,39.95037190209989,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:30,290487,,,2,
