CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,TRANSECT,SUBP,SMPLOCCD,MEASYEAR,CONDID,DUFFDEP,LITTDEP,FUELDEP,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,DLF_SAMPLE_METHOD,DUFF_METHOD,DUFF_NONSAMPLE_REASN_CD,LITTER_METHOD,LITTER_NONSAMPLE_REASN_CD,FUELBED_METHOD,FUELBED_NONSAMPLE_REASN_CD,DL_STATUS_CD
62040170010538,70442042010538,2005,23,25,146,150,4,2,2005,1,2.3,1.8,0.2,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62040152010538,70442042010538,2005,23,25,146,270,1,2,2005,1,2.1,1.4,0.2,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62040157010538,70442042010538,2005,23,25,146,270,2,2,2005,2,,,,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,0,,0,,0,,
62040164010538,70442042010538,2005,23,25,146,270,3,2,2005,1,,,1.6,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,0,,0,,1,,
62040172010538,70442042010538,2005,23,25,146,270,4,2,2005,1,2.9,2.3,0.2,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041631010538,70442483010538,2005,23,25,559,30,4,2,2005,1,1.9,1.7,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041607010538,70442483010538,2005,23,25,559,30,1,2,2005,1,6.3,2.9,0.3,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041615010538,70442483010538,2005,23,25,559,30,2,2,2005,1,2.6,0.9,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041623010538,70442483010538,2005,23,25,559,30,3,2,2005,1,1.5,1.5,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041610010538,70442483010538,2005,23,25,559,150,1,2,2005,1,2.8,1.8,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041618010538,70442483010538,2005,23,25,559,150,2,2,2005,1,2.9,1.9,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041626010538,70442483010538,2005,23,25,559,150,3,2,2005,1,5.7,2.9,1.5,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041634010538,70442483010538,2005,23,25,559,150,4,2,2005,1,2.2,0.8,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041612010538,70442483010538,2005,23,25,559,270,1,2,2005,1,4.0,2.1,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041620010538,70442483010538,2005,23,25,559,270,2,2,2005,1,3.2,1.8,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041628010538,70442483010538,2005,23,25,559,270,3,2,2005,1,2.6,1.3,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041636010538,70442483010538,2005,23,25,559,270,4,2,2005,1,0.7,0.7,0.3,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62042058010538,70430695010538,2005,23,25,667,30,1,2,2005,1,3.3,0.4,0.1,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62042066010538,70430695010538,2005,23,25,667,30,2,2,2005,1,0.7,0.1,0.1,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62042079010538,70430695010538,2005,23,25,667,30,3,2,2005,1,0.3,0.1,0.1,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62042091010538,70430695010538,2005,23,25,667,30,4,2,2005,1,3.8,2.6,0.3,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62042061010538,70430695010538,2005,23,25,667,150,1,2,2005,1,6.5,2.3,0.3,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62042069010538,70430695010538,2005,23,25,667,150,2,2,2005,1,4.4,0.1,0.1,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62042083010538,70430695010538,2005,23,25,667,150,3,2,2005,1,1.5,0.5,0.1,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62042096010538,70430695010538,2005,23,25,667,150,4,2,2005,1,4.1,0.9,0.1,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62042063010538,70430695010538,2005,23,25,667,270,1,2,2005,1,8.6,2.8,0.3,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62042076010538,70430695010538,2005,23,25,667,270,2,2,2005,1,0.4,0.2,0.1,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62042088010538,70430695010538,2005,23,25,667,270,3,2,2005,1,0.6,0.2,0.1,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62042098010538,70430695010538,2005,23,25,667,270,4,2,2005,1,,,0.1,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,0,,0,,1,,
62041847010538,70442290010538,2005,23,25,1100,30,1,2,2005,1,0.1,0.1,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041858010538,70442290010538,2005,23,25,1100,30,2,2,2005,1,,,,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,0,,0,,0,,
62041868010538,70442290010538,2005,23,25,1100,30,3,2,2005,1,1.5,0.3,0.8,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041879010538,70442290010538,2005,23,25,1100,30,4,2,2005,1,,,1.0,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,0,,0,,1,,
62041851010538,70442290010538,2005,23,25,1100,150,1,2,2005,1,1.6,0.1,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041861010538,70442290010538,2005,23,25,1100,150,2,2,2005,1,1.2,1.2,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041872010538,70442290010538,2005,23,25,1100,150,3,2,2005,1,3.5,2.2,0.4,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041887010538,70442290010538,2005,23,25,1100,150,4,2,2005,1,1.5,1.0,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041853010538,70442290010538,2005,23,25,1100,270,1,2,2005,1,0.1,0.1,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041863010538,70442290010538,2005,23,25,1100,270,2,2,2005,1,0.7,0.7,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041874010538,70442290010538,2005,23,25,1100,270,3,2,2005,1,1.6,1.6,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041894010538,70442290010538,2005,23,25,1100,270,4,2,2005,1,1.5,1.2,0.6,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041699010538,70442160010538,2005,23,25,1514,30,1,2,2005,1,1.8,0.7,0.1,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:32,489998,2,1,,1,,1,,
62041710010538,70442160010538,2005,23,25,1514,30,2,2,2005,1,,,,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:32,489998,2,0,,0,,0,,
62041721010538,70442160010538,2005,23,25,1514,30,3,2,2005,1,1.3,0.6,0.1,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:32,489998,2,1,,1,,1,,
62041732010538,70442160010538,2005,23,25,1514,30,4,2,2005,1,1.7,1.1,0.1,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:32,489998,2,1,,1,,1,,
62041703010538,70442160010538,2005,23,25,1514,150,1,2,2005,1,1.8,1.4,0.2,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:32,489998,2,1,,1,,1,,
62041715010538,70442160010538,2005,23,25,1514,150,2,2,2005,1,2.8,0.9,0.1,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:32,489998,2,1,,1,,1,,
62041725010538,70442160010538,2005,23,25,1514,150,3,2,2005,1,2.3,0.8,0.1,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:32,489998,2,1,,1,,1,,
62041735010538,70442160010538,2005,23,25,1514,150,4,2,2005,1,2.3,1.5,0.2,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:32,489998,2,1,,1,,1,,
62041706010538,70442160010538,2005,23,25,1514,270,1,2,2005,1,2.0,1.5,0.2,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:32,489998,2,1,,1,,1,,
62041718010538,70442160010538,2005,23,25,1514,270,2,2,2005,1,2.7,2.0,0.5,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:32,489998,2,1,,1,,1,,
62041728010538,70442160010538,2005,23,25,1514,270,3,2,2005,1,2.4,1.3,0.2,NIMS_P3_20,2006-03-21 12:22:29,10538,MAHATFIELD,2014-05-14 15:56:32,489998,2,1,,1,,1,,
62041737010538,70442160010538,2005,23,25,1514,270,4,2,2005,1,2.8,1.9,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:32,489998,2,1,,1,,1,,
62042168010538,70442366010538,2005,23,25,1591,30,1,2,2005,1,,,1.5,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,0,,0,,1,,
62042180010538,70442366010538,2005,23,25,1591,30,2,2,2005,1,,,0.3,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,0,,0,,1,,
62042189010538,70442366010538,2005,23,25,1591,30,3,2,2005,1,5.2,1.8,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62042199010538,70442366010538,2005,23,25,1591,30,4,2,2005,1,7.2,3.0,0.4,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62042173010538,70442366010538,2005,23,25,1591,150,1,2,2005,1,6.2,1.0,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62042184010538,70442366010538,2005,23,25,1591,150,2,2,2005,1,2.5,0.4,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62042192010538,70442366010538,2005,23,25,1591,150,3,2,2005,1,2.2,0.9,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62042202010538,70442366010538,2005,23,25,1591,150,4,2,2005,1,5.2,0.4,5.3,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62042175010538,70442366010538,2005,23,25,1591,270,1,2,2005,1,1.8,0.7,0.6,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62042186010538,70442366010538,2005,23,25,1591,270,2,2,2005,1,,,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,0,,0,,1,,
62042195010538,70442366010538,2005,23,25,1591,270,3,2,2005,1,5.9,0.3,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62042204010538,70442366010538,2005,23,25,1591,270,4,2,2005,1,5.8,0.6,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041167010538,70444342010538,2005,23,29,564,30,1,2,2005,1,1.9,1.0,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041181010538,70444342010538,2005,23,29,564,30,2,2,2005,1,1.2,0.6,0.5,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041191010538,70444342010538,2005,23,29,564,30,3,2,2005,1,1.3,0.8,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041172010538,70444342010538,2005,23,29,564,150,1,2,2005,1,1.3,0.8,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041185010538,70444342010538,2005,23,29,564,150,2,2,2005,1,2.6,1.3,1.0,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041194010538,70444342010538,2005,23,29,564,150,3,2,2005,1,2.7,1.5,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041178010538,70444342010538,2005,23,29,564,270,1,2,2005,1,4.3,0.9,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041187010538,70444342010538,2005,23,29,564,270,2,2,2005,1,3.1,0.6,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041205010538,70444342010538,2005,23,29,564,270,4,2,2005,1,2.6,0.5,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041199010538,70444342010538,2005,23,29,564,30,4,2,2005,1,,,0.6,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,0,,0,,1,,
62041202010538,70444342010538,2005,23,29,564,150,4,2,2005,1,3.2,1.5,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041196010538,70444342010538,2005,23,29,564,270,3,2,2005,1,0.9,0.4,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
42725435020004,70451108010538,2005,23,29,848,30,4,2,2005,1,,,,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:36,20004,MAHATFIELD,2014-05-14 15:57:22,489998,2,0,,0,,0,,
42725443020004,70451108010538,2005,23,29,848,30,1,2,2005,1,,,,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:36,20004,MAHATFIELD,2014-05-14 15:57:22,489998,2,0,,0,,0,,
42725434020004,70451108010538,2005,23,29,848,30,2,2,2005,1,,,,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:36,20004,MAHATFIELD,2014-05-14 15:57:22,489998,2,0,,0,,0,,
42725438020004,70451108010538,2005,23,29,848,30,3,2,2005,1,,,,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:36,20004,MAHATFIELD,2014-05-14 15:57:22,489998,2,0,,0,,0,,
42725432020004,70451108010538,2005,23,29,848,150,1,2,2005,1,,,,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:36,20004,MAHATFIELD,2014-05-14 15:57:22,489998,2,0,,0,,0,,
42725437020004,70451108010538,2005,23,29,848,150,2,2,2005,1,,,,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:36,20004,MAHATFIELD,2014-05-14 15:57:22,489998,2,0,,0,,0,,
42725442020004,70451108010538,2005,23,29,848,150,3,2,2005,1,,,,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:36,20004,MAHATFIELD,2014-05-14 15:57:22,489998,2,0,,0,,0,,
42725436020004,70451108010538,2005,23,29,848,150,4,2,2005,1,,,,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:36,20004,MAHATFIELD,2014-05-14 15:57:22,489998,2,0,,0,,0,,
42725439020004,70451108010538,2005,23,29,848,270,1,2,2005,1,,,,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:36,20004,MAHATFIELD,2014-05-14 15:57:22,489998,2,0,,0,,0,,
42725441020004,70451108010538,2005,23,29,848,270,2,2,2005,1,,,,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:36,20004,MAHATFIELD,2014-05-14 15:57:22,489998,2,0,,0,,0,,
42725433020004,70451108010538,2005,23,29,848,270,3,2,2005,1,,,,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:36,20004,MAHATFIELD,2014-05-14 15:57:22,489998,2,0,,0,,0,,
42725440020004,70451108010538,2005,23,29,848,270,4,2,2005,1,,,,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:36,20004,MAHATFIELD,2014-05-14 15:57:22,489998,2,0,,0,,0,,
62041211010538,70450692010538,2005,23,29,1700,30,1,2,2005,1,,,,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,0,,0,,0,,
62041220010538,70450692010538,2005,23,29,1700,30,2,2,2005,2,3.3,2.6,0.5,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041232010538,70450692010538,2005,23,29,1700,30,3,2,2005,2,1.6,1.3,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041241010538,70450692010538,2005,23,29,1700,30,4,2,2005,1,,,0.3,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,0,,0,,1,,
62041214010538,70450692010538,2005,23,29,1700,150,1,2,2005,1,4.1,2.0,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041223010538,70450692010538,2005,23,29,1700,150,2,2,2005,2,5.0,1.0,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041235010538,70450692010538,2005,23,29,1700,150,3,2,2005,2,1.9,1.7,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041244010538,70450692010538,2005,23,29,1700,150,4,2,2005,1,2.4,1.8,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041216010538,70450692010538,2005,23,29,1700,270,1,2,2005,1,,,0.8,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,0,,0,,1,,
62041226010538,70450692010538,2005,23,29,1700,270,2,2,2005,2,1.3,0.4,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041237010538,70450692010538,2005,23,29,1700,270,3,2,2005,2,1.0,0.5,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041247010538,70450692010538,2005,23,29,1700,270,4,2,2005,1,,,,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,0,,0,,0,,
62041121010538,70450975010538,2005,23,29,1781,30,1,2,2005,1,1.4,0.8,2.4,NIMS_P3_20,2006-03-21 12:22:31,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041137010538,70450975010538,2005,23,29,1781,30,2,2,2005,1,1.4,0.6,0.1,NIMS_P3_20,2006-03-21 12:22:31,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041147010538,70450975010538,2005,23,29,1781,30,3,2,2005,1,,,,NIMS_P3_20,2006-03-21 12:22:31,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,0,,0,,0,,
62041156010538,70450975010538,2005,23,29,1781,30,4,2,2005,1,1.5,0.9,0.1,NIMS_P3_20,2006-03-21 12:22:31,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041124010538,70450975010538,2005,23,29,1781,150,1,2,2005,1,1.6,1.0,0.1,NIMS_P3_20,2006-03-21 12:22:31,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041140010538,70450975010538,2005,23,29,1781,150,2,2,2005,1,0.3,0.2,0.1,NIMS_P3_20,2006-03-21 12:22:31,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041150010538,70450975010538,2005,23,29,1781,150,3,2,2005,1,2.3,1.7,0.4,NIMS_P3_20,2006-03-21 12:22:31,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041159010538,70450975010538,2005,23,29,1781,150,4,2,2005,1,1.2,0.4,0.1,NIMS_P3_20,2006-03-21 12:22:31,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041132010538,70450975010538,2005,23,29,1781,270,1,2,2005,1,1.7,0.9,0.1,NIMS_P3_20,2006-03-21 12:22:31,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041143010538,70450975010538,2005,23,29,1781,270,2,2,2005,1,2.6,1.0,0.1,NIMS_P3_20,2006-03-21 12:22:31,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041152010538,70450975010538,2005,23,29,1781,270,3,2,2005,1,1.5,1.2,0.1,NIMS_P3_20,2006-03-21 12:22:31,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041161010538,70450975010538,2005,23,29,1781,270,4,2,2005,1,2.4,1.6,0.2,NIMS_P3_20,2006-03-21 12:22:31,10538,MAHATFIELD,2014-05-14 15:56:33,489998,2,1,,1,,1,,
62041289010538,70450812010538,2005,23,29,1830,30,1,2,2005,1,4.1,2.1,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041299010538,70450812010538,2005,23,29,1830,30,2,2,2005,1,1.5,0.8,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041307010538,70450812010538,2005,23,29,1830,30,3,2,2005,1,3.5,1.3,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041315010538,70450812010538,2005,23,29,1830,30,4,2,2005,1,6.5,1.7,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041292010538,70450812010538,2005,23,29,1830,150,1,2,2005,1,2.3,1.5,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041302010538,70450812010538,2005,23,29,1830,150,2,2,2005,1,2.3,1.2,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041310010538,70450812010538,2005,23,29,1830,150,3,2,2005,1,2.0,1.2,0.5,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041319010538,70450812010538,2005,23,29,1830,150,4,2,2005,1,,,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,0,,0,,1,,
62041294010538,70450812010538,2005,23,29,1830,270,1,2,2005,1,2.5,1.2,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041304010538,70450812010538,2005,23,29,1830,270,2,2,2005,1,5.9,2.0,0.2,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041312010538,70450812010538,2005,23,29,1830,270,3,2,2005,1,2.4,1.1,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62041321010538,70450812010538,2005,23,29,1830,270,4,2,2005,1,2.0,1.1,0.1,NIMS_P3_20,2006-03-21 12:22:30,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,1,,1,,1,,
62039111010538,70452929010538,2005,23,31,1035,30,1,2,2005,1,,,,NIMS_P3_20,2006-03-21 12:22:31,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,0,,0,,0,,
62039119010538,70452929010538,2005,23,31,1035,30,2,2,2005,1,,,,NIMS_P3_20,2006-03-21 12:22:31,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,0,,0,,0,,
62039114010538,70452929010538,2005,23,31,1035,150,1,2,2005,1,,,,NIMS_P3_20,2006-03-21 12:22:31,10538,MAHATFIELD,2014-05-14 15:56:31,489998,2,0,,0,,0,,
